model,object,axis_unsigned_deg,axis_signed_deg,p_rev,radius_m,hinge_offset_frac,z_p,verb,hinge_point_offset_frac
sampledtraj,microwave/microwave,65.878,65.878,0.9447,0.1797,0.1466,0.293,close,0.2216
sampledtraj,microwave/microwave,65.218,65.218,0.9173,0.1239,0.0785,0.157,close,0.1014
sampledtraj,microwave/microwave,76.924,76.924,0.9601,0.2337,0.5828,0.383,open,0.5961
sampledtraj,microwave/microwave,64.255,64.255,0.9353,0.1645,0.1945,0.209,close,0.2064
sampledtraj,microwave/microwave,73.615,106.385,0.9673,0.2465,0.5069,0.455,open,0.5007
sampledtraj,microwave/microwave,66.772,66.772,0.9426,0.2158,0.2402,0.264,close,0.3310
sampledtraj,microwave/microwave,73.287,106.713,0.9453,0.3157,0.6002,0.604,open,0.6312
sampledtraj,microwave/microwave,56.893,56.893,0.9411,0.1701,0.0975,0.265,close,0.1261
sampledtraj,microwave/microwave,86.635,86.635,0.9334,0.2599,0.5036,0.477,open,0.5210
sampledtraj,microwave/microwave,64.508,64.508,0.9471,0.2264,0.1490,0.314,close,0.1929
sampledtraj,microwave/microwave,21.758,158.242,0.9032,0.0648,0.0292,0.471,open,0.0893
sampledtraj,microwave/microwave,56.245,56.245,0.9405,0.1610,0.1508,0.308,close,0.1486
sampledtraj,microwave/microwave,79.777,79.777,0.6922,0.2349,0.0752,1.093,open,0.2277
sampledtraj,microwave/microwave,45.797,134.203,0.9227,0.2052,0.0818,0.469,close,0.2802
sampledtraj,microwave/microwave,24.155,155.845,0.8523,0.0269,0.0593,0.545,open,0.2061
sampledtraj,microwave/microwave,17.396,162.604,0.9399,0.2395,0.0192,0.416,close,0.4015
sampledtraj,microwave/microwave,87.170,87.170,0.9117,0.0719,0.0208,0.158,close,0.1441
sampledtraj,microwave/microwave,82.381,97.619,0.9549,0.1988,0.5230,0.369,open,0.5642
sampledtraj,microwave/microwave,60.716,60.716,0.9376,0.2052,0.1930,0.247,close,0.2116
sampledtraj,microwave/microwave,79.802,100.198,0.9473,0.1936,0.4556,0.413,open,0.4743
sampledtraj,microwave/microwave,64.313,64.313,0.9420,0.1926,0.2026,0.231,close,0.2393
sampledtraj,microwave/microwave,66.751,113.249,0.9608,0.2496,0.5991,0.442,open,0.6166
sampledtraj,microwave/microwave,44.140,44.140,0.9488,0.2110,0.1688,0.252,close,0.2188
sampledtraj,microwave/microwave,76.930,103.070,0.9582,0.2987,0.6722,0.438,open,0.6933
sampledtraj,microwave/microwave,49.005,49.005,0.9427,0.2046,0.1077,0.261,close,0.1644
sampledtraj,microwave/microwave,61.302,61.302,0.9236,0.0494,0.1511,1.255,open,0.1639
sampledtraj,microwave/microwave,42.812,137.188,0.9632,0.1434,0.1075,0.378,close,0.2223
sampledtraj,microwave/microwave,53.227,53.227,0.9295,0.1462,0.1810,0.181,close,0.1927
sampledtraj,notebook/notebook,42.273,137.727,0.9316,0.1536,0.0054,0.350,open,0.1864
sampledtraj,notebook/notebook,55.159,55.159,0.9339,0.0031,nan,0.155,close,0.1350
sampledtraj,notebook/notebook,24.745,155.255,0.9440,0.2522,0.0890,0.387,open,0.6588
sampledtraj,notebook/notebook,75.174,104.826,0.8917,0.0489,0.0863,0.127,close,0.2822
sampledtraj,notebook/notebook,75.015,75.015,0.9562,0.1047,0.0550,0.317,open,0.6610
sampledtraj,notebook/notebook,30.047,30.047,0.9327,0.1597,0.3794,0.136,close,0.3081
sampledtraj,notebook/notebook,59.448,120.552,0.9550,0.1907,0.2441,0.398,open,0.3188
sampledtraj,notebook/notebook,10.433,169.567,0.9428,0.1316,nan,0.305,open,0.2148
sampledtraj,notebook/notebook,66.666,66.666,0.8840,0.0480,nan,0.181,close,0.1595
sampledtraj,notebook/notebook,22.117,157.883,0.9451,0.1953,0.1226,0.381,open,0.1225
sampledtraj,notebook/notebook,11.190,168.810,0.9320,0.1584,nan,0.298,open,0.8007
sampledtraj,notebook/notebook,67.832,112.168,0.9202,0.0154,nan,0.178,close,0.1303
sampledtraj,notebook/notebook,60.701,119.299,0.9240,0.0204,nan,0.184,close,0.1342
sampledtraj,notebook/notebook,21.096,158.904,0.9739,0.1666,0.0603,0.379,open,0.4916
sampledtraj,notebook/notebook,30.600,30.600,0.9278,0.0485,nan,0.227,close,0.1681
sampledtraj,notebook/notebook,21.566,158.434,0.9559,0.2751,0.1716,0.472,open,0.6292
sampledtraj,phone/phone,41.463,41.463,0.9285,0.0881,0.2430,0.125,close,0.3292
sampledtraj,phone/phone,34.406,145.594,0.9621,0.0762,0.2522,0.179,open,0.2267
sampledtraj,phone/phone,56.461,56.461,0.9390,0.0653,0.0586,0.142,close,0.1145
sampledtraj,phone/phone,72.831,107.169,0.9267,0.0426,0.0159,0.142,open,0.2311
sampledtraj,phone/phone,69.277,110.723,0.9394,0.1278,0.5093,0.127,close,0.4464
sampledtraj,phone/phone,42.553,137.447,0.9399,0.0611,nan,0.127,open,0.5343
sampledtraj,phone/phone,15.033,15.033,0.9388,0.1008,0.4488,0.122,close,0.5236
sampledtraj,phone/phone,20.861,159.139,0.9402,0.1098,nan,0.156,open,0.7590
sampledtraj,phone/phone,28.228,28.228,0.9412,0.0908,0.1209,0.118,close,0.1809
sampledtraj,phone/phone,87.297,92.703,0.9553,0.0572,0.4681,0.140,open,0.4295
sampledtraj,phone/phone,8.238,8.238,0.9440,0.0870,0.5434,0.148,close,0.5695
sampledtraj,phone/phone,73.740,73.740,0.9463,0.0712,nan,0.171,open,0.2527
sampledtraj,phone/phone,13.191,13.191,0.9358,0.1284,0.8578,0.160,close,0.8315
sampledtraj,phone/phone,59.701,120.299,0.9442,0.0580,0.5282,0.144,open,0.5256
sampledtraj,phone/phone,13.471,13.471,0.9417,0.1316,0.4005,0.122,close,0.4058
sampledtraj,phone/phone,34.293,145.707,0.9416,0.0493,0.3688,0.148,open,0.3784
sampledtraj,phone/phone,21.483,21.483,0.9423,0.1071,0.4900,0.139,close,0.5769
sampledtraj,phone/phone,79.699,100.301,0.9033,0.0529,0.0574,0.163,open,0.2238
sampledtraj,espressomachine/espressomachine,78.308,78.308,0.9617,0.1361,0.4146,0.170,open,0.6114
sampledtraj,espressomachine/espressomachine,79.033,100.967,0.9490,0.0891,0.4635,0.184,close,0.5415
sampledtraj,espressomachine/espressomachine,74.166,74.166,0.9610,0.1448,0.4100,0.139,open,0.5527
sampledtraj,espressomachine/espressomachine,80.264,99.736,0.9590,0.0851,0.5107,0.173,close,0.5598
sampledtraj,espressomachine/espressomachine,72.802,72.802,0.9625,0.1282,0.3125,0.147,open,0.4601
sampledtraj,espressomachine/espressomachine,88.494,91.506,0.9450,0.1152,nan,0.199,close,0.3965
sampledtraj,espressomachine/espressomachine,79.742,79.742,0.9556,0.1351,0.3598,0.189,open,0.5511
sampledtraj,espressomachine/espressomachine,88.634,88.634,0.9323,0.1319,nan,0.217,close,0.3785
sampledtraj,espressomachine/espressomachine,79.178,79.178,0.9618,0.1304,0.4000,0.162,open,0.6049
sampledtraj,espressomachine/espressomachine,85.728,94.272,0.9316,0.1178,0.3252,0.236,close,0.4101
sampledtraj,espressomachine/espressomachine,77.149,77.149,0.9653,0.1518,0.3886,0.143,open,0.5980
sampledtraj,espressomachine/espressomachine,87.827,92.173,0.9645,0.1085,nan,0.182,close,0.5220
sampledtraj,espressomachine/espressomachine,76.930,76.930,0.9640,0.1297,0.3206,0.151,open,0.5375
sampledtraj,espressomachine/espressomachine,83.591,96.409,0.9712,0.1065,nan,0.168,close,0.7161
sampledtraj,espressomachine/espressomachine,63.334,63.334,0.9516,0.1237,0.0835,0.158,open,0.2158
sampledtraj,espressomachine/espressomachine,72.128,107.872,0.9571,0.0790,0.4391,0.171,close,0.5297
sampledtraj,espressomachine/espressomachine,72.521,72.521,0.9628,0.1344,0.2996,0.174,open,0.4698
sampledtraj,espressomachine/espressomachine,86.140,93.860,0.9544,0.0953,nan,0.185,close,0.4674
sampledtraj,espressomachine/espressomachine,74.324,74.324,0.9595,0.1149,0.2777,0.147,open,0.4861
sampledtraj,espressomachine/espressomachine,87.398,92.602,0.9664,0.1015,nan,0.184,close,0.5414
sampledtraj,espressomachine/espressomachine,75.602,75.602,0.9589,0.1701,0.3280,0.130,open,0.5294
sampledtraj,espressomachine/espressomachine,79.542,100.458,0.9554,0.0794,0.4256,0.167,close,0.4925
sampledtraj,espressomachine/espressomachine,77.763,77.763,0.9623,0.1248,0.3154,0.139,open,0.5000
sampledtraj,espressomachine/espressomachine,78.771,101.229,0.9618,0.1139,0.3703,0.210,close,0.4658
sampledtraj,espressomachine/espressomachine,75.444,75.444,0.9572,0.1127,0.3273,0.165,open,0.5227
sampledtraj,espressomachine/espressomachine,88.848,91.152,0.9660,0.1070,nan,0.179,close,0.5174
sampledtraj,espressomachine/espressomachine,70.795,70.795,0.9655,0.1494,0.3411,0.156,open,0.5111
sampledtraj,espressomachine/espressomachine,85.557,94.443,0.9534,0.1195,nan,0.193,close,0.4687
sampledtraj,espressomachine/espressomachine,72.954,72.954,0.9565,0.1380,0.2764,0.140,open,0.4910
sampledtraj,espressomachine/espressomachine,71.721,108.279,0.9210,0.0651,0.1902,0.183,close,0.3747
sampledtraj,espressomachine/espressomachine,65.606,65.606,0.9450,0.0744,0.1591,0.150,open,0.2677
sampledtraj,espressomachine/espressomachine,88.243,91.757,0.9628,0.1016,nan,0.169,close,0.6575
sampledtraj,espressomachine/espressomachine,75.534,75.534,0.9667,0.1650,0.3416,0.157,open,0.5548
sampledtraj,espressomachine/espressomachine,81.000,99.000,0.9556,0.0843,0.4304,0.174,close,0.4922
sampledtraj,espressomachine/espressomachine,72.537,72.537,0.9682,0.1532,0.3898,0.140,open,0.5828
sampledtraj,espressomachine/espressomachine,80.800,99.200,0.9469,0.0905,nan,0.200,close,0.3752
sampledtraj,espressomachine/espressomachine,79.860,79.860,0.9625,0.1134,0.4286,0.170,open,0.6797
sampledtraj,espressomachine/espressomachine,76.025,76.025,0.9594,0.1058,0.2542,0.161,open,0.4852
sampledtraj,espressomachine/espressomachine,86.297,93.703,0.9639,0.0733,nan,0.153,close,0.5403
sampledtraj,espressomachine/espressomachine,79.868,79.868,0.9623,0.1379,0.4026,0.137,open,0.6513
sampledtraj,phone/phone,14.468,14.468,0.9371,0.1102,0.5359,0.163,close,0.5687
sampledtraj,phone/phone,3.773,176.227,0.9602,0.1115,0.0788,0.246,open,0.3576
sampledtraj,phone/phone,11.977,11.977,0.9377,0.0984,0.5665,0.152,close,0.5618
sampledtraj,phone/phone,46.631,133.369,0.9513,0.0829,nan,0.197,open,0.0918
sampledtraj,phone/phone,3.765,3.765,0.9392,0.1088,0.5554,0.170,close,0.5888
sampledtraj,phone/phone,11.645,168.355,0.9599,0.1699,0.4992,0.284,open,0.5108
sampledtraj,phone/phone,13.026,13.026,0.9409,0.1121,0.5456,0.159,close,0.6362
sampledtraj,phone/phone,49.222,130.778,0.9495,0.0827,0.1486,0.197,open,0.2298
sampledtraj,phone/phone,8.972,8.972,0.9329,0.1138,0.7617,0.147,close,0.7747
sampledtraj,phone/phone,32.453,147.547,0.9607,0.1193,0.1630,0.254,open,0.2513
sampledtraj,phone/phone,17.574,17.574,0.9427,0.0900,0.4659,0.148,close,0.5166
sampledtraj,phone/phone,56.525,123.475,0.9411,0.0545,nan,0.163,open,0.0937
sampledtraj,phone/phone,15.510,15.510,0.9458,0.1148,0.4948,0.153,close,0.5388
sampledtraj,phone/phone,11.616,168.384,0.9667,0.1347,0.1972,0.253,open,0.4320
sampledtraj,phone/phone,11.227,11.227,0.9449,0.1199,0.6260,0.151,close,0.6666
sampledtraj,phone/phone,10.001,169.999,0.9594,0.1132,0.2197,0.253,open,0.2943
sampledtraj,phone/phone,16.477,16.477,0.9445,0.0763,0.3757,0.137,close,0.4207
sampledtraj,phone/phone,36.306,143.694,0.9538,0.0955,0.0383,0.220,open,0.2125
sampledtraj,phone/phone,21.386,21.386,0.9439,0.0940,0.5324,0.141,close,0.6249
sampledtraj,phone/phone,25.555,154.445,0.9501,0.0559,nan,0.151,open,0.3937
sampledtraj,phone/phone,8.190,8.190,0.9451,0.0983,0.6541,0.139,close,0.6535
sampledtraj,phone/phone,11.591,168.409,0.9560,0.1414,0.1139,0.282,open,0.3740
sampledtraj,phone/phone,15.413,15.413,0.9468,0.1056,0.6058,0.149,close,0.6425
sampledtraj,phone/phone,58.007,121.993,0.9521,0.1042,0.1049,0.227,open,0.1314
sampledtraj,phone/phone,20.437,20.437,0.9455,0.1043,0.5227,0.158,close,0.5752
sampledtraj,phone/phone,64.557,115.443,0.9508,0.0895,0.1596,0.217,open,0.1491
sampledtraj,phone/phone,11.335,11.335,0.9402,0.1089,0.6928,0.132,close,0.6919
sampledtraj,phone/phone,40.982,139.018,0.9588,0.0880,0.3949,0.202,open,0.4161
sampledtraj,phone/phone,19.079,19.079,0.9482,0.1217,0.4153,0.130,close,0.4315
sampledtraj,phone/phone,34.777,145.223,0.9516,0.0773,0.2177,0.214,open,0.2656
sampledtraj,phone/phone,14.472,14.472,0.9498,0.1212,0.7519,0.153,close,0.8022
sampledtraj,phone/phone,51.463,128.537,0.9521,0.0737,0.1158,0.183,open,0.2919
sampledtraj,phone/phone,8.720,8.720,0.9439,0.0864,0.5806,0.126,close,0.6117
sampledtraj,phone/phone,14.881,165.119,0.9389,0.0479,nan,0.205,open,0.1235
sampledtraj,scissors/scissors,52.143,52.143,0.9498,0.0174,0.1166,0.127,close,0.1166
sampledtraj,scissors/scissors,46.732,133.268,0.9346,0.0055,nan,0.148,open,0.1112
sampledtraj,scissors/scissors,11.782,11.782,0.9355,0.0201,nan,0.110,close,0.1453
sampledtraj,scissors/scissors,51.380,128.620,0.9294,0.0130,0.0106,0.129,open,0.0564
sampledtraj,scissors/scissors,42.626,42.626,0.9318,0.0239,nan,0.116,close,0.1685
sampledtraj,scissors/scissors,78.337,78.337,0.9477,0.0336,0.0776,0.128,close,0.1128
sampledtraj,scissors/scissors,66.893,113.107,0.9454,0.0452,0.1049,0.143,open,0.1120
sampledtraj,scissors/scissors,55.938,55.938,0.9327,0.0092,nan,0.112,close,0.1383
sampledtraj,scissors/scissors,68.706,111.294,0.9473,0.0266,nan,0.162,open,0.0925
sampledtraj,scissors/scissors,45.836,45.836,0.9304,0.0093,nan,0.113,close,0.1275
sampledtraj,scissors/scissors,47.148,132.852,0.9333,0.0099,nan,0.122,close,0.1299
sampledtraj,scissors/scissors,78.227,78.227,0.9491,0.0142,nan,0.110,close,0.1761
sampledtraj,scissors/scissors,53.398,126.602,0.9315,0.0095,nan,0.121,close,0.1015
sampledtraj,scissors/scissors,48.016,48.016,0.9292,0.0125,0.0639,0.115,close,0.1392
sampledtraj,scissors/scissors,63.952,116.048,0.9451,0.0157,0.0449,0.174,open,0.0218
sampledtraj,scissors/scissors,50.835,50.835,0.9555,0.0001,nan,0.110,close,0.1980
sampledtraj,scissors/scissors,89.191,90.809,0.9455,0.0155,0.0445,0.125,close,0.2270
sampledtraj,scissors/scissors,71.166,71.166,0.9427,0.0124,0.0098,0.115,close,0.1265
sampledtraj,scissors/scissors,75.688,75.688,0.9477,0.0106,nan,0.117,close,0.1242
sampledtraj,scissors/scissors,84.864,95.136,0.9283,0.0100,nan,0.124,open,0.1371
sampledtraj,scissors/scissors,60.752,60.752,0.9272,0.0096,nan,0.114,close,0.1344
sampledtraj,scissors/scissors,80.122,80.122,0.9355,0.0088,0.0279,0.112,close,0.1629
sampledtraj,scissors/scissors,61.006,61.006,0.9403,0.0072,nan,0.113,close,0.1222
sampledtraj,scissors/scissors,67.861,112.139,0.9482,0.0078,nan,0.115,close,0.1159
sampledtraj,scissors/scissors,41.103,41.103,0.9457,0.0099,0.0502,0.128,close,0.1264
sampledtraj,scissors/scissors,78.257,78.257,0.9428,0.0100,nan,0.112,close,0.1435
sampledtraj,scissors/scissors,80.129,80.129,0.9314,0.0151,nan,0.110,close,0.1558
sampledtraj,scissors/scissors,48.137,131.863,0.9191,0.0121,0.0540,0.121,open,0.0821
sampledtraj,scissors/scissors,58.325,58.325,0.9485,0.0090,0.0717,0.111,close,0.1989
sampledtraj,scissors/scissors,77.060,77.060,0.9241,0.0096,nan,0.112,close,0.1405
sampledtraj,scissors/scissors,46.397,46.397,0.9386,0.0106,0.0014,0.112,close,0.1146
sampledtraj,scissors/scissors,53.318,53.318,0.9466,0.0137,nan,0.123,close,0.1346
sampledtraj,scissors/scissors,53.553,53.553,0.9355,0.0190,nan,0.109,close,0.1162
sampledtraj,scissors/scissors,88.889,88.889,0.9305,0.0132,nan,0.117,close,0.0998
sampledtraj,scissors/scissors,76.517,76.517,0.9477,0.0124,nan,0.113,close,0.1696
sampledtraj,scissors/scissors,81.013,98.987,0.9322,0.0026,0.0082,0.124,open,0.0893
sampledtraj,scissors/scissors,19.463,19.463,0.9359,0.0052,nan,0.109,close,0.0514
sampledtraj,scissors/scissors,84.683,84.683,0.9471,0.0123,nan,0.114,close,0.1167
sampledtraj,scissors/scissors,89.667,89.667,0.9251,0.0070,nan,0.123,open,0.1096
sampledtraj,scissors/scissors,50.841,50.841,0.9483,0.0184,nan,0.112,close,0.1442
sampledtraj,scissors/scissors,51.954,128.046,0.9380,0.0070,0.0324,0.127,open,0.1348
sampledtraj,scissors/scissors,39.017,39.017,0.9454,0.0155,nan,0.113,close,0.0844
sampledtraj,scissors/scissors,85.609,85.609,0.9373,0.0238,0.1525,0.115,close,0.2705
sampledtraj,scissors/scissors,87.975,87.975,0.9414,0.0316,0.0901,0.132,open,0.1864
sampledtraj,scissors/scissors,85.221,94.779,0.9479,0.0297,0.1308,0.116,close,0.2541
sampledtraj,scissors/scissors,66.928,66.928,0.9254,0.0251,0.1094,0.113,close,0.2357
sampledtraj,scissors/scissors,67.217,67.217,0.9329,0.0127,nan,0.118,close,0.1380
sampledtraj,scissors/scissors,45.574,134.426,0.9264,0.0019,nan,0.129,open,0.1034
sampledtraj,scissors/scissors,87.039,87.039,0.9303,0.0341,0.1527,0.111,close,0.1164
