model,source,key,gt_type,p_rev,type_ok,point_err,end_err,disp_err,gt_len,mask_iou
sf3d_only,hoi4d,ZY20210800003_H3_C3_N26/S282_s02_T2_w2_f189,1,0.3743,0,0.16760,0.30844,0.46882,0.11755,0.0269
noproj,hoi4d,ZY20210800003_H3_C3_N26/S282_s02_T2_w2_f189,1,0.9446,1,0.03179,0.05920,0.04386,0.11755,0.8858
dense,hoi4d,ZY20210800003_H3_C3_N26/S282_s02_T2_w2_f189,1,0.9389,1,0.01928,0.05952,0.07840,0.11755,0.5620
sf3d_only,hoi4d,ZY20210800003_H3_C3_N26/S282_s02_T2_w3_f224,1,0.0753,0,0.23640,0.68138,0.65271,0.13990,0.0000
noproj,hoi4d,ZY20210800003_H3_C3_N26/S282_s02_T2_w3_f224,1,0.9465,1,0.00566,0.27504,0.26938,0.13990,0.8483
dense,hoi4d,ZY20210800003_H3_C3_N26/S282_s02_T2_w3_f224,1,0.9343,1,0.01674,0.01815,0.01706,0.13990,0.4990
sf3d_only,hoi4d,ZY20210800003_H3_C3_N26/S282_s02_T2_w4_f239,1,0.0568,0,0.33157,0.28535,0.10711,0.30397,0.0000
noproj,hoi4d,ZY20210800003_H3_C3_N26/S282_s02_T2_w4_f239,1,0.9476,1,0.00466,0.29620,0.30072,0.30397,0.8437
dense,hoi4d,ZY20210800003_H3_C3_N26/S282_s02_T2_w4_f239,1,0.9488,1,0.02711,0.02435,0.00328,0.30397,0.5648
sf3d_only,hoi4d,ZY20210800003_H3_C3_N31/S279_s02_T2_w2_f186,1,0.1016,0,0.32983,0.27333,0.59662,0.14503,0.0000
noproj,hoi4d,ZY20210800003_H3_C3_N31/S279_s02_T2_w2_f186,1,0.9453,1,0.00361,0.07302,0.07413,0.14503,0.9436
dense,hoi4d,ZY20210800003_H3_C3_N31/S279_s02_T2_w2_f186,1,0.9476,1,0.01256,0.02117,0.02974,0.14503,0.7543
sf3d_only,hoi4d,ZY20210800003_H3_C3_N31/S279_s02_T2_w3_f219,1,0.0593,0,0.30602,0.54441,0.65343,0.13265,0.0000
noproj,hoi4d,ZY20210800003_H3_C3_N31/S279_s02_T2_w3_f219,1,0.9169,1,0.00563,0.19233,0.19597,0.13265,0.8847
dense,hoi4d,ZY20210800003_H3_C3_N31/S279_s02_T2_w3_f219,1,0.9271,1,0.00444,0.06093,0.05992,0.13265,0.5505
sf3d_only,hoi4d,ZY20210800003_H3_C3_N31/S279_s02_T2_w4_f235,1,0.0635,0,0.21148,0.18925,0.15422,0.30406,0.0000
noproj,hoi4d,ZY20210800003_H3_C3_N31/S279_s02_T2_w4_f235,1,0.9445,1,0.01518,0.31124,0.32113,0.30406,0.7482
dense,hoi4d,ZY20210800003_H3_C3_N31/S279_s02_T2_w4_f235,1,0.9492,1,0.00823,0.06095,0.05837,0.30406,0.4691
sf3d_only,hoi4d,ZY20210800003_H3_C3_N31/S282_s03_T2_w2_f178,1,0.0855,0,0.31569,0.20808,0.49866,0.10819,0.0000
noproj,hoi4d,ZY20210800003_H3_C3_N31/S282_s03_T2_w2_f178,1,0.9458,1,0.01156,0.07904,0.06905,0.10819,0.9463
dense,hoi4d,ZY20210800003_H3_C3_N31/S282_s03_T2_w2_f178,1,0.9407,1,0.00683,0.01975,0.02557,0.10819,0.6401
sf3d_only,hoi4d,ZY20210800003_H3_C3_N31/S282_s03_T2_w3_f210,1,0.0763,0,0.29494,0.53485,0.65044,0.16666,0.0000
noproj,hoi4d,ZY20210800003_H3_C3_N31/S282_s03_T2_w3_f210,1,0.9420,1,0.01578,0.12761,0.11292,0.16666,0.8581
dense,hoi4d,ZY20210800003_H3_C3_N31/S282_s03_T2_w3_f210,1,0.9332,1,0.00484,0.03105,0.03175,0.16666,0.4569
sf3d_only,hoi4d,ZY20210800003_H3_C3_N31/S282_s03_T2_w4_f228,1,0.0419,0,0.23085,0.16824,0.06738,0.31168,0.0000
noproj,hoi4d,ZY20210800003_H3_C3_N31/S282_s03_T2_w4_f228,1,0.9461,1,0.00931,0.29920,0.30026,0.31168,0.6926
dense,hoi4d,ZY20210800003_H3_C3_N31/S282_s03_T2_w4_f228,1,0.9492,1,0.02193,0.07189,0.05162,0.31168,0.4547
sf3d_only,hoi4d,ZY20210800003_H3_C3_N34/S279_s03_T2_w2_f176,1,0.1003,0,0.26088,0.31897,0.47586,0.11578,0.0000
noproj,hoi4d,ZY20210800003_H3_C3_N34/S279_s03_T2_w2_f176,1,0.9459,1,0.01488,0.11492,0.10155,0.11578,0.9500
dense,hoi4d,ZY20210800003_H3_C3_N34/S279_s03_T2_w2_f176,1,0.9474,1,0.03041,0.02671,0.01951,0.11578,0.8541
sf3d_only,hoi4d,ZY20210800003_H3_C3_N34/S279_s03_T2_w3_f203,1,0.0986,0,0.18577,0.64238,0.72815,0.20302,0.0000
noproj,hoi4d,ZY20210800003_H3_C3_N34/S279_s03_T2_w3_f203,1,0.9223,1,0.01537,0.14293,0.12806,0.20302,0.7156
dense,hoi4d,ZY20210800003_H3_C3_N34/S279_s03_T2_w3_f203,1,0.9439,1,0.00843,0.07574,0.07906,0.20302,0.4378
sf3d_only,hoi4d,ZY20210800003_H3_C3_N34/S279_s03_T2_w4_f224,1,0.0449,0,0.26766,0.15614,0.11176,0.34715,0.0000
noproj,hoi4d,ZY20210800003_H3_C3_N34/S279_s03_T2_w4_f224,1,0.9433,1,0.00706,0.32734,0.33242,0.34715,0.7514
dense,hoi4d,ZY20210800003_H3_C3_N34/S279_s03_T2_w4_f224,1,0.9532,1,0.00768,0.00737,0.00162,0.34715,0.5392
sf3d_only,hoi4d,ZY20210800003_H3_C3_N34/S282_s04_T2_w2_f197,1,0.2205,0,0.19440,0.23892,0.43320,0.11908,0.0000
noproj,hoi4d,ZY20210800003_H3_C3_N34/S282_s04_T2_w2_f197,1,0.9475,1,0.03160,0.12517,0.10679,0.11908,0.9484
dense,hoi4d,ZY20210800003_H3_C3_N34/S282_s04_T2_w2_f197,1,0.9406,1,0.01650,0.03249,0.01829,0.11908,0.6386
sf3d_only,hoi4d,ZY20210800003_H3_C3_N34/S282_s04_T2_w3_f229,1,0.0997,0,0.14747,0.58469,0.67108,0.21217,0.0000
noproj,hoi4d,ZY20210800003_H3_C3_N34/S282_s04_T2_w3_f229,1,0.9363,1,0.01081,0.04179,0.04064,0.21217,0.8326
dense,hoi4d,ZY20210800003_H3_C3_N34/S282_s04_T2_w3_f229,1,0.9428,1,0.02201,0.06981,0.06077,0.21217,0.5617
sf3d_only,hoi4d,ZY20210800003_H3_C3_N34/S282_s04_T2_w4_f246,1,0.0487,0,0.13186,0.05013,0.08781,0.27090,0.0000
noproj,hoi4d,ZY20210800003_H3_C3_N34/S282_s04_T2_w4_f246,1,0.9410,1,0.00540,0.25122,0.25419,0.27090,0.3369
dense,hoi4d,ZY20210800003_H3_C3_N34/S282_s04_T2_w4_f246,1,0.9462,1,0.00407,0.02297,0.02329,0.27090,0.1149
sf3d_only,hoi4d,ZY20210800003_H3_C4_N05/S50_s01_T3_w1_f086,0,0.0511,1,0.37389,0.45006,0.29856,0.11454,0.0000
noproj,hoi4d,ZY20210800003_H3_C4_N05/S50_s01_T3_w1_f086,0,0.0472,1,0.01392,0.66597,0.65741,0.11454,0.8514
dense,hoi4d,ZY20210800003_H3_C4_N05/S50_s01_T3_w1_f086,0,0.0547,1,0.03282,0.03185,0.02052,0.11454,0.2358
sf3d_only,hoi4d,ZY20210800003_H3_C4_N05/S50_s01_T3_w3_f214,0,0.0473,1,0.21967,0.59397,0.47480,0.12992,0.0000
noproj,hoi4d,ZY20210800003_H3_C4_N05/S50_s01_T3_w3_f214,0,0.0509,1,0.01737,0.51352,0.50292,0.12992,0.6228
dense,hoi4d,ZY20210800003_H3_C4_N05/S50_s01_T3_w3_f214,0,0.0451,1,0.01685,0.01014,0.02597,0.12992,0.3936
sf3d_only,hoi4d,ZY20210800003_H3_C4_N05/S50_s01_T4_w2_f140,0,0.0448,1,0.21686,0.23490,0.38729,0.08394,0.0000
noproj,hoi4d,ZY20210800003_H3_C4_N05/S50_s01_T4_w2_f140,0,0.0490,1,0.00761,0.75402,0.76143,0.08394,0.8294
dense,hoi4d,ZY20210800003_H3_C4_N05/S50_s01_T4_w2_f140,0,0.0461,1,0.00696,0.02330,0.01689,0.08394,0.5167
sf3d_only,hoi4d,ZY20210800003_H3_C4_N45/S48_s03_T1_w0_f037,0,0.0500,1,0.12457,0.38829,0.47882,0.13796,0.0310
noproj,hoi4d,ZY20210800003_H3_C4_N45/S48_s03_T1_w0_f037,0,0.0497,1,0.01343,0.66439,0.67712,0.13796,0.8106
dense,hoi4d,ZY20210800003_H3_C4_N45/S48_s03_T1_w0_f037,0,0.0489,1,0.01897,0.02161,0.01817,0.13796,0.4632
sf3d_only,hoi4d,ZY20210800003_H3_C4_N45/S48_s03_T1_w1_f087,0,0.0432,1,0.38549,0.39001,0.63143,0.12248,0.0000
noproj,hoi4d,ZY20210800003_H3_C4_N45/S48_s03_T1_w1_f087,0,0.0497,1,0.02452,0.90276,0.92238,0.12248,0.8885
dense,hoi4d,ZY20210800003_H3_C4_N45/S48_s03_T1_w1_f087,0,0.0623,1,0.00473,0.06004,0.06343,0.12248,0.6047
sf3d_only,hoi4d,ZY20210800003_H3_C4_N45/S48_s03_T1_w2_f157,0,0.0549,1,0.13165,0.31094,0.43467,0.12312,0.0000
noproj,hoi4d,ZY20210800003_H3_C4_N45/S48_s03_T1_w2_f157,0,0.0518,1,0.01494,0.69526,0.70640,0.12312,0.8216
dense,hoi4d,ZY20210800003_H3_C4_N45/S48_s03_T1_w2_f157,0,0.0503,1,0.00103,0.03462,0.03534,0.12312,0.6831
sf3d_only,hoi4d,ZY20210800003_H3_C4_N45/S48_s03_T1_w3_f208,0,0.0426,1,0.25097,0.51758,0.69390,0.12068,0.0000
noproj,hoi4d,ZY20210800003_H3_C4_N45/S48_s03_T1_w3_f208,0,0.0487,1,0.01759,0.92570,0.94297,0.12068,0.8629
dense,hoi4d,ZY20210800003_H3_C4_N45/S48_s03_T1_w3_f208,0,0.0586,1,0.00397,0.06517,0.06774,0.12068,0.5870
sf3d_only,hoi4d,ZY20210800003_H3_C4_N45/S48_s03_T2_w0_f055,0,0.0519,1,0.12737,0.32746,0.41760,0.18063,0.0000
noproj,hoi4d,ZY20210800003_H3_C4_N45/S48_s03_T2_w0_f055,0,0.0491,1,0.00562,0.65438,0.65824,0.18063,0.8225
dense,hoi4d,ZY20210800003_H3_C4_N45/S48_s03_T2_w0_f055,0,0.0469,1,0.00555,0.06661,0.06851,0.18063,0.4344
sf3d_only,hoi4d,ZY20210800003_H3_C4_N45/S48_s03_T2_w1_f105,0,0.0542,1,0.04749,0.70397,0.73686,0.18469,0.0422
noproj,hoi4d,ZY20210800003_H3_C4_N45/S48_s03_T2_w1_f105,0,0.0479,1,0.02383,0.94052,0.96295,0.18469,0.7839
dense,hoi4d,ZY20210800003_H3_C4_N45/S48_s03_T2_w1_f105,0,0.0478,1,0.01139,0.01564,0.02534,0.18469,0.4211
sf3d_only,hoi4d,ZY20210800003_H3_C4_N45/S48_s03_T2_w2_f181,0,0.0572,1,0.10241,0.36530,0.42570,0.17410,0.0000
noproj,hoi4d,ZY20210800003_H3_C4_N45/S48_s03_T2_w2_f181,0,0.0504,1,0.01346,0.64364,0.65704,0.17410,0.7738
dense,hoi4d,ZY20210800003_H3_C4_N45/S48_s03_T2_w2_f181,0,0.0461,1,0.01294,0.06037,0.05971,0.17410,0.3586
sf3d_only,hoi4d,ZY20210800003_H3_C4_N45/S48_s03_T2_w3_f226,0,0.0513,1,0.01475,0.72463,0.73101,0.16655,0.0621
noproj,hoi4d,ZY20210800003_H3_C4_N45/S48_s03_T2_w3_f226,0,0.0489,1,0.01669,0.92238,0.93790,0.16655,0.7252
dense,hoi4d,ZY20210800003_H3_C4_N45/S48_s03_T2_w3_f226,0,0.0489,1,0.01311,0.03133,0.02831,0.16655,0.4451
sf3d_only,hoi4d,ZY20210800004_H4_C14_N14/S174_s03_T1_w0_f078,0,0.0538,1,0.14901,0.12577,0.16222,0.04235,0.2278
noproj,hoi4d,ZY20210800004_H4_C14_N14/S174_s03_T1_w0_f078,0,0.0592,1,0.00745,0.13527,0.12795,0.04235,0.7288
dense,hoi4d,ZY20210800004_H4_C14_N14/S174_s03_T1_w0_f078,0,0.0626,1,0.00578,0.02209,0.02317,0.04235,0.6104
sf3d_only,hoi4d,ZY20210800004_H4_C14_N14/S174_s03_T1_w1_f089,1,0.0575,0,0.10842,0.50172,0.47799,0.30732,0.0000
noproj,hoi4d,ZY20210800004_H4_C14_N14/S174_s03_T1_w1_f089,1,0.9385,1,0.02472,0.21430,0.23019,0.30732,0.7696
dense,hoi4d,ZY20210800004_H4_C14_N14/S174_s03_T1_w1_f089,1,0.9147,1,0.02618,0.14067,0.15449,0.30732,0.6810
sf3d_only,hoi4d,ZY20210800004_H4_C14_N14/S174_s03_T1_w2_f120,1,0.0417,0,0.18611,0.14847,0.05494,0.20258,0.0000
noproj,hoi4d,ZY20210800004_H4_C14_N14/S174_s03_T1_w2_f120,1,0.9467,1,0.00672,0.24827,0.25487,0.20258,0.6341
dense,hoi4d,ZY20210800004_H4_C14_N14/S174_s03_T1_w2_f120,1,0.9395,1,0.01334,0.07873,0.08013,0.20258,0.3293
sf3d_only,hoi4d,ZY20210800004_H4_C14_N14/S174_s03_T1_w3_f214,0,0.0470,1,0.08769,0.19958,0.16793,0.05298,0.1837
noproj,hoi4d,ZY20210800004_H4_C14_N14/S174_s03_T1_w3_f214,0,0.0592,1,0.00340,0.19549,0.19226,0.05298,0.7905
dense,hoi4d,ZY20210800004_H4_C14_N14/S174_s03_T1_w3_f214,0,0.0526,1,0.00190,0.00727,0.00824,0.05298,0.7091
sf3d_only,hoi4d,ZY20210800004_H4_C14_N14/S174_s03_T1_w4_f225,1,0.0597,0,0.08373,0.36914,0.36691,0.14019,0.0000
noproj,hoi4d,ZY20210800004_H4_C14_N14/S174_s03_T1_w4_f225,1,0.9414,1,0.02149,0.10423,0.12086,0.14019,0.7993
dense,hoi4d,ZY20210800004_H4_C14_N14/S174_s03_T1_w4_f225,1,0.9136,1,0.02795,0.01038,0.01818,0.14019,0.7434
sf3d_only,hoi4d,ZY20210800004_H4_C14_N14/S174_s03_T1_w5_f240,1,0.0459,0,0.14858,0.21220,0.09301,0.14601,0.0000
noproj,hoi4d,ZY20210800004_H4_C14_N14/S174_s03_T1_w5_f240,1,0.9471,1,0.02087,0.15093,0.13022,0.14601,0.7180
dense,hoi4d,ZY20210800004_H4_C14_N14/S174_s03_T1_w5_f240,1,0.9538,1,0.02893,0.02208,0.01101,0.14601,0.5350
sf3d_only,hoi4d,ZY20210800004_H4_C14_N14/S210_s04_T2_w0_f040,0,0.0444,1,0.05123,0.15768,0.10784,0.03870,0.0572
noproj,hoi4d,ZY20210800004_H4_C14_N14/S210_s04_T2_w0_f040,0,0.0550,1,0.00487,0.10284,0.09802,0.03870,0.8706
dense,hoi4d,ZY20210800004_H4_C14_N14/S210_s04_T2_w0_f040,0,0.0518,1,0.00770,0.01529,0.02077,0.03870,0.7737
sf3d_only,hoi4d,ZY20210800004_H4_C14_N14/S210_s04_T2_w1_f051,1,0.0507,0,0.06481,0.31385,0.37863,0.14655,0.0000
noproj,hoi4d,ZY20210800004_H4_C14_N14/S210_s04_T2_w1_f051,1,0.9384,1,0.00938,0.06255,0.06969,0.14655,0.7911
dense,hoi4d,ZY20210800004_H4_C14_N14/S210_s04_T2_w1_f051,1,0.9124,1,0.01528,0.02919,0.04420,0.14655,0.6385
sf3d_only,hoi4d,ZY20210800004_H4_C14_N14/S210_s04_T2_w2_f065,1,0.0417,0,0.03802,0.06464,0.02926,0.17550,0.0488
noproj,hoi4d,ZY20210800004_H4_C14_N14/S210_s04_T2_w2_f065,1,0.9172,1,0.00813,0.16438,0.17211,0.17550,0.6816
dense,hoi4d,ZY20210800004_H4_C14_N14/S210_s04_T2_w2_f065,1,0.9411,1,0.01661,0.08863,0.07303,0.17550,0.0000
sf3d_only,hoi4d,ZY20210800004_H4_C14_N14/S210_s04_T2_w3_f135,0,0.0416,1,0.03718,0.12470,0.09525,0.04841,0.0655
noproj,hoi4d,ZY20210800004_H4_C14_N14/S210_s04_T2_w3_f135,0,0.0572,1,0.00607,0.15969,0.16526,0.04841,0.7906
dense,hoi4d,ZY20210800004_H4_C14_N14/S210_s04_T2_w3_f135,0,0.0497,1,0.00657,0.02188,0.02832,0.04841,0.7856
sf3d_only,hoi4d,ZY20210800004_H4_C14_N14/S210_s04_T2_w4_f145,1,0.0505,0,0.10757,0.35070,0.39610,0.15716,0.0000
noproj,hoi4d,ZY20210800004_H4_C14_N14/S210_s04_T2_w4_f145,1,0.9426,1,0.01567,0.03647,0.04677,0.15716,0.7984
dense,hoi4d,ZY20210800004_H4_C14_N14/S210_s04_T2_w4_f145,1,0.9264,1,0.01871,0.02941,0.04679,0.15716,0.6227
sf3d_only,hoi4d,ZY20210800004_H4_C14_N24/S211_s01_T2_w0_f050,0,0.0425,1,0.18436,0.25531,0.17269,0.03677,0.0000
noproj,hoi4d,ZY20210800004_H4_C14_N24/S211_s01_T2_w0_f050,0,0.0536,1,0.00209,0.19420,0.19602,0.03677,0.8203
dense,hoi4d,ZY20210800004_H4_C14_N24/S211_s01_T2_w0_f050,0,0.0528,1,0.00710,0.01206,0.00663,0.03677,0.8273
sf3d_only,hoi4d,ZY20210800004_H4_C14_N24/S211_s01_T2_w1_f060,1,0.0436,0,0.26467,0.46517,0.54319,0.23324,0.0000
noproj,hoi4d,ZY20210800004_H4_C14_N24/S211_s01_T2_w1_f060,1,0.9401,1,0.02219,0.17924,0.20033,0.23324,0.8322
dense,hoi4d,ZY20210800004_H4_C14_N24/S211_s01_T2_w1_f060,1,0.9464,1,0.02239,0.07394,0.08290,0.23324,0.7747
sf3d_only,hoi4d,ZY20210800004_H4_C14_N24/S211_s01_T2_w2_f078,1,0.0400,0,0.12071,0.01560,0.12289,0.26693,0.0410
noproj,hoi4d,ZY20210800004_H4_C14_N24/S211_s01_T2_w2_f078,1,0.9381,1,0.00739,0.25832,0.25111,0.26693,0.8911
dense,hoi4d,ZY20210800004_H4_C14_N24/S211_s01_T2_w2_f078,1,0.9534,1,0.01505,0.03597,0.02428,0.26693,0.5819
sf3d_only,hoi4d,ZY20210800004_H4_C14_N24/S211_s01_T2_w3_f155,0,0.0381,1,0.16763,0.34934,0.25023,0.03810,0.0000
noproj,hoi4d,ZY20210800004_H4_C14_N24/S211_s01_T2_w3_f155,0,0.0557,1,0.00815,0.16364,0.16100,0.03810,0.8281
dense,hoi4d,ZY20210800004_H4_C14_N24/S211_s01_T2_w3_f155,0,0.0617,1,0.00195,0.00733,0.00868,0.03810,0.7232
sf3d_only,hoi4d,ZY20210800004_H4_C14_N24/S211_s01_T2_w4_f164,1,0.0512,0,0.19612,0.29790,0.41819,0.23716,0.0000
noproj,hoi4d,ZY20210800004_H4_C14_N24/S211_s01_T2_w4_f164,1,0.9258,1,0.02386,0.18485,0.20712,0.23716,0.8527
dense,hoi4d,ZY20210800004_H4_C14_N24/S211_s01_T2_w4_f164,1,0.9370,1,0.03143,0.07043,0.08144,0.23716,0.7252
sf3d_only,hoi4d,ZY20210800004_H4_C14_N30/S335_s01_T1_w0_f054,1,0.0451,0,0.32807,0.55285,0.28087,0.04996,0.0000
noproj,hoi4d,ZY20210800004_H4_C14_N30/S335_s01_T1_w0_f054,1,0.9455,1,0.01003,0.03936,0.04224,0.04996,0.7543
dense,hoi4d,ZY20210800004_H4_C14_N30/S335_s01_T1_w0_f054,1,0.8150,1,0.00583,0.02368,0.02100,0.04996,0.7539
sf3d_only,hoi4d,ZY20210800004_H4_C14_N30/S335_s01_T1_w1_f074,1,0.0394,0,0.22189,0.38263,0.16102,0.02746,0.0465
noproj,hoi4d,ZY20210800004_H4_C14_N30/S335_s01_T1_w1_f074,1,0.9499,1,0.00778,0.10073,0.09643,0.02746,0.2554
dense,hoi4d,ZY20210800004_H4_C14_N30/S335_s01_T1_w1_f074,1,0.9172,1,0.01316,0.01383,0.01539,0.02746,0.4052
sf3d_only,hoi4d,ZY20210800004_H4_C14_N30/S335_s01_T1_w2_f189,1,0.0435,0,0.30758,0.53675,0.27244,0.07153,0.0000
noproj,hoi4d,ZY20210800004_H4_C14_N30/S335_s01_T1_w2_f189,1,0.9435,1,0.01181,0.08956,0.09063,0.07153,0.5552
dense,hoi4d,ZY20210800004_H4_C14_N30/S335_s01_T1_w2_f189,1,0.8204,1,0.02014,0.02222,0.04235,0.07153,0.5315
sf3d_only,hoi4d,ZY20210800004_H4_C14_N30/S335_s01_T1_w3_f208,1,0.0340,0,0.30633,0.43378,0.13313,0.04715,0.0000
noproj,hoi4d,ZY20210800004_H4_C14_N30/S335_s01_T1_w3_f208,1,0.9483,1,0.01045,0.11030,0.11672,0.04715,0.3394
dense,hoi4d,ZY20210800004_H4_C14_N30/S335_s01_T1_w3_f208,1,0.9236,1,0.00676,0.02131,0.01526,0.04715,0.4011
sf3d_only,hoi4d,ZY20210800004_H4_C14_N30/S335_s02_T2_w0_f060,1,0.0375,0,0.25639,0.71159,0.52927,0.06702,0.0000
noproj,hoi4d,ZY20210800004_H4_C14_N30/S335_s02_T2_w0_f060,1,0.9518,1,0.01137,0.03140,0.03849,0.06702,0.6395
dense,hoi4d,ZY20210800004_H4_C14_N30/S335_s02_T2_w0_f060,1,0.9275,1,0.01068,0.03456,0.04490,0.06702,0.5559
sf3d_only,hoi4d,ZY20210800004_H4_C14_N30/S335_s02_T2_w1_f078,1,0.0341,0,0.33571,0.34586,0.25103,0.06397,0.0000
noproj,hoi4d,ZY20210800004_H4_C14_N30/S335_s02_T2_w1_f078,1,0.9378,1,0.00745,0.10389,0.09665,0.06397,0.7030
dense,hoi4d,ZY20210800004_H4_C14_N30/S335_s02_T2_w1_f078,1,0.8856,1,0.02234,0.02606,0.02690,0.06397,0.4677
sf3d_only,hoi4d,ZY20210800004_H4_C14_N30/S335_s02_T2_w4_f240,1,0.0340,0,0.13754,0.33595,0.25889,0.04365,0.0000
noproj,hoi4d,ZY20210800004_H4_C14_N30/S335_s02_T2_w4_f240,1,0.9484,1,0.01007,0.11016,0.10063,0.04365,0.8098
dense,hoi4d,ZY20210800004_H4_C14_N30/S335_s02_T2_w4_f240,1,0.8947,1,0.01266,0.03826,0.03374,0.04365,0.6812
sf3d_only,hoi4d,ZY20210800004_H4_C14_N34/S177_s03_T1_w0_f065,1,0.0504,0,0.25278,0.36192,0.39048,0.08836,0.0000
noproj,hoi4d,ZY20210800004_H4_C14_N34/S177_s03_T1_w0_f065,1,0.9461,1,0.00490,0.20525,0.20662,0.08836,0.6650
dense,hoi4d,ZY20210800004_H4_C14_N34/S177_s03_T1_w0_f065,1,0.9511,1,0.00198,0.03304,0.03340,0.08836,0.6421
sf3d_only,hoi4d,ZY20210800004_H4_C14_N34/S177_s03_T1_w1_f093,1,0.0579,0,0.06336,0.20646,0.17567,0.08657,0.0000
noproj,hoi4d,ZY20210800004_H4_C14_N34/S177_s03_T1_w1_f093,1,0.9498,1,0.00644,0.15987,0.15345,0.08657,0.0112
dense,hoi4d,ZY20210800004_H4_C14_N34/S177_s03_T1_w1_f093,1,0.9632,1,0.02278,0.03028,0.01598,0.08657,0.0000
sf3d_only,hoi4d,ZY20210800004_H4_C14_N34/S177_s03_T1_w2_f195,1,0.0449,0,0.24847,0.50033,0.25564,0.10015,0.0000
noproj,hoi4d,ZY20210800004_H4_C14_N34/S177_s03_T1_w2_f195,1,0.9476,1,0.00517,0.02432,0.02835,0.10015,0.7026
dense,hoi4d,ZY20210800004_H4_C14_N34/S177_s03_T1_w2_f195,1,0.9249,1,0.00425,0.05117,0.05502,0.10015,0.6635
sf3d_only,hoi4d,ZY20210800004_H4_C14_N34/S177_s03_T1_w3_f217,1,0.0417,0,0.07326,0.17031,0.10684,0.08847,0.0791
noproj,hoi4d,ZY20210800004_H4_C14_N34/S177_s03_T1_w3_f217,1,0.9516,1,0.01213,0.12993,0.12097,0.08847,0.4636
dense,hoi4d,ZY20210800004_H4_C14_N34/S177_s03_T1_w3_f217,1,0.9500,1,0.02640,0.02112,0.01584,0.08847,0.3645
sf3d_only,hoi4d,ZY20210800004_H4_C14_N34/S211_s03_T2_w0_f045,1,0.0853,0,0.16952,0.17142,0.26078,0.10233,0.0000
noproj,hoi4d,ZY20210800004_H4_C14_N34/S211_s03_T2_w0_f045,1,0.9468,1,0.01094,0.02358,0.01681,0.10233,0.6214
dense,hoi4d,ZY20210800004_H4_C14_N34/S211_s03_T2_w0_f045,1,0.9386,1,0.00591,0.05507,0.05990,0.10233,0.6646
sf3d_only,hoi4d,ZY20210800004_H4_C14_N34/S211_s03_T2_w1_f070,1,0.0470,0,0.14178,0.18124,0.12774,0.09766,0.0061
noproj,hoi4d,ZY20210800004_H4_C14_N34/S211_s03_T2_w1_f070,1,0.9495,1,0.01697,0.11368,0.12902,0.09766,0.4654
dense,hoi4d,ZY20210800004_H4_C14_N34/S211_s03_T2_w1_f070,1,0.9528,1,0.04101,0.03775,0.04133,0.09766,0.4099
sf3d_only,hoi4d,ZY20210800004_H4_C14_N34/S211_s03_T2_w2_f158,1,0.1068,0,0.10791,0.29808,0.40112,0.13782,0.0129
noproj,hoi4d,ZY20210800004_H4_C14_N34/S211_s03_T2_w2_f158,1,0.9478,1,0.01361,0.28124,0.26860,0.13782,0.5827
dense,hoi4d,ZY20210800004_H4_C14_N34/S211_s03_T2_w2_f158,1,0.9460,1,0.00593,0.03379,0.03831,0.13782,0.5478
sf3d_only,hoi4d,ZY20210800004_H4_C17_N16/S190_s04_T2_w2_f093,1,0.2085,0,0.49414,0.57082,0.33172,0.33542,0.0000
noproj,hoi4d,ZY20210800004_H4_C17_N16/S190_s04_T2_w2_f093,1,0.9503,1,0.01008,0.09083,0.09656,0.33542,0.0000
dense,hoi4d,ZY20210800004_H4_C17_N16/S190_s04_T2_w2_f093,1,0.9368,1,0.01668,0.01856,0.02714,0.33542,0.0884
sf3d_only,hoi4d,ZY20210800004_H4_C17_N16/S190_s04_T2_w6_f230,1,0.0870,0,0.27643,0.25561,0.03304,0.40418,0.0000
noproj,hoi4d,ZY20210800004_H4_C17_N16/S190_s04_T2_w6_f230,1,0.9424,1,0.00799,0.04483,0.05095,0.40418,0.5216
dense,hoi4d,ZY20210800004_H4_C17_N16/S190_s04_T2_w6_f230,1,0.9493,1,0.01232,0.05267,0.04113,0.40418,0.2080
sf3d_only,hoi4d,ZY20210800004_H4_C17_N18/S190_s05_T2_w1_f051,1,0.7975,1,0.13117,0.29669,0.18105,0.34064,0.0000
noproj,hoi4d,ZY20210800004_H4_C17_N18/S190_s05_T2_w1_f051,1,0.9432,1,0.00564,0.33046,0.32782,0.34064,0.6484
dense,hoi4d,ZY20210800004_H4_C17_N18/S190_s05_T2_w1_f051,1,0.9398,1,0.03015,0.06033,0.03532,0.34064,0.2682
sf3d_only,hoi4d,ZY20210800004_H4_C17_N18/S190_s05_T2_w2_f093,1,0.1346,0,0.09399,0.20708,0.11523,0.31866,0.0000
noproj,hoi4d,ZY20210800004_H4_C17_N18/S190_s05_T2_w2_f093,1,0.9502,1,0.00637,0.09167,0.08556,0.31866,0.1816
dense,hoi4d,ZY20210800004_H4_C17_N18/S190_s05_T2_w2_f093,1,0.9385,1,0.00780,0.07423,0.08200,0.31866,0.0000
sf3d_only,hoi4d,ZY20210800004_H4_C17_N18/S190_s05_T2_w5_f197,1,0.1011,0,0.15280,0.67364,0.67585,0.31572,0.0000
noproj,hoi4d,ZY20210800004_H4_C17_N18/S190_s05_T2_w5_f197,1,0.9484,1,0.01181,0.13694,0.12571,0.31572,0.1880
